URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Context (7),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Catalogued by,Excavated by,Metal,Metal Description,Culture,References,Date Catalogued,Diameter,Date Excavated,Year Excavated,Sequence #
"http://opencontext.org/subjects/D7EDE00F-123B-4ECA-A880-010CC7416B74","http://n2t.net/ark:/28722/k26t0p781","Coin 06-C-59","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 120","Locus 52","Seq. 120822","","http://opencontext.org/subjects/6A450938-4A76-4344-6371-56EADC45F02D","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:44Z","Deirdre Barrett","SMK; Eleanor A. Power; Arta Khakpour","AE","Bronze","Late Roman","One of the many issues in the Imperial VOTA series (4th c. CE).","6/25/2009","","","2006","120822"
"http://opencontext.org/subjects/283A8741-FC59-400B-6B0C-2D6D65664586","http://n2t.net/ark:/28722/k2np22w71","Coin 98-C-58","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57226","","http://opencontext.org/subjects/4B02A899-F0AA-4477-1B97-07B6362D68A9","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:10Z","Deirdre Barrett","Mary Prendergast; Emma Susan Libonati","AE","Bronze","Late Roman","Most of these coins were minted in Antioch or Alexandria.  There were 13 mints at that time.   All coins the same.","6/25/2009","1.40 cm","","1998","57226"
"http://opencontext.org/subjects/63DAABB4-AAB7-4A4B-3CB5-B9831996C9E6","http://n2t.net/ark:/28722/k2x926w5d","Coin 06-C-63","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 120","Locus 53","Seq. 120819","","http://opencontext.org/subjects/838E8D0A-43FF-4E6C-9017-52F3363D4967","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:35Z","Deirdre Barrett","SMK; Eleanor A. Power; Arta Khakpour","AE","Bronze","Late Roman","Corroded and worn, but apparently a late Roman AE4.","6/25/2009","","","2006","120819"
"http://opencontext.org/subjects/39BC34BD-39CA-4952-FB51-BBAA71A19336","http://n2t.net/ark:/28722/k2gh9hn1r","Coin 02-C-68A","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 94","Locus 71","Seq. 94200","","http://opencontext.org/subjects/AC5452B0-1884-4861-7627-6FAA42F6B519","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:08Z","Deirdre Barrett","Emma Susan Libonati; José I. Fusté","AR (drachm)","Silver coin. The drachm/dram can be either a coin or weight. Alexander introduced this silver coin or drachm and it weighed 4.37 grams (a Greek dram). The Roman drachm/dram...","","","6/25/2009","","","2002","94200"
"http://opencontext.org/subjects/6F925B96-0F36-4641-6B28-51024C35996D","http://n2t.net/ark:/28722/k2736sd7c","Coin 02-C-68C","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 94","Locus 71","Seq. 94200","","http://opencontext.org/subjects/AC5452B0-1884-4861-7627-6FAA42F6B519","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:57Z","Deirdre Barrett","Emma Susan Libonati; José I. Fusté","AR (drachm)","Silver coin. The drachm/dram can be either a coin or weight. Alexander introduced this silver coin or drachm and it weighed 4.37 grams (a Greek dram). The Roman drachm/dram...","","","6/25/2009","","","2002","94200"
"http://opencontext.org/subjects/5846CE3C-F338-4148-6FB1-F356947572AA","http://n2t.net/ark:/28722/k2736sd8v","Coin 97-C-33","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 48","Locus 1","Seq. 48023","","http://opencontext.org/subjects/9C40E7EE-7022-4467-F101-64C01EA97DFF","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:53Z","Deirdre Barrett","Michael F. Slaughter","AE","Bronze","","Container 48001.","6/25/2009","","","1997","48023"
"http://opencontext.org/subjects/80646152-6864-439F-84D3-2A5A7420F088","http://n2t.net/ark:/28722/k2nc5zq9j","Coin 98-C-145","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 58","Locus 1","Seq. 58047","","http://opencontext.org/subjects/45C2DA35-225E-4F4C-CA80-60BD86A23855","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:53Z","Deirdre Barrett","KMH; JJS","AE","Bronze","Late Roman","This coin was originally labeled 98-C-186.
But is replacing 98-C-145 which was found to be dirt, after cleaning.
AE 4 (LR).","6/25/2009","1.13 cm","","1998","58047"
"http://opencontext.org/subjects/D8BB2363-C416-42B7-B0A6-3EE43AC8BF55","http://n2t.net/ark:/28722/k2z60jd5s","Coin 98-C-48","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57215","","http://opencontext.org/subjects/15FD4809-96BA-4857-FFFC-5D323A026C31","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:19Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","Largest coin in cache.","6/25/2009","1.53 cm","","1998","57215"
"http://opencontext.org/subjects/C2B781A6-6782-4839-75FE-5CF655358448","http://n2t.net/ark:/28722/k20c4zx2k","Coin 05-C-18","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 105","Locus 1","Seq. 105026","","http://opencontext.org/subjects/DD1EABEA-CAC8-4AF7-156B-630635892C5C","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:57Z","Deirdre Barrett","Marshall C. Agnew; Eleanor A. Power","AE","Bronze","Late Roman","Type is not identifiable, but it is probably a late 4th c. CE Roman AE coin.","6/25/2009","","","2005","105026"
"http://opencontext.org/subjects/224C10B9-79F4-4EBE-A9A7-40879BD26B9F","http://n2t.net/ark:/28722/k2vm4889b","Coin 02-C-7","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Propylaeum","Trench 87","Locus 7","Seq. 87305","","http://opencontext.org/subjects/7461F552-03B9-4A36-6C7E-B1B0BE2DC7CD","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:23Z","Deirdre Barrett","Martha Sharp Joukowsky; Amanda G. Henry","AE","Bronze","Late Roman?","Unclear.
Second quarter of 5th c. CE.
Valentinian III or Theodosius II.","6/25/2009","","","2002","87305"
"http://opencontext.org/subjects/5EADE14E-AD2F-4C9C-5FD6-BA6A761F4414","http://n2t.net/ark:/28722/k2rf5rt2n","Coin 98-C-73","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57242","","http://opencontext.org/subjects/E931B83B-C9D9-4F85-4B37-AEDEE3595670","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:51Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","Two coins stuck together.   For second coin see 98-C-17.","6/25/2009","1.41 cm","","1998","57242"
"http://opencontext.org/subjects/D33FC1C6-73F5-492D-1CAE-1A42764F7175","http://n2t.net/ark:/28722/k2542qm40","Coin 98-C-134","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 6","Seq. 57182","","http://opencontext.org/subjects/743B5AC1-587E-4A14-ED80-9E1EA035867E","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:41Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","Valentinian period.   AE 3.   Securitas Republicae type.","6/25/2009","1.52 cm","","1998","57182"
"http://opencontext.org/subjects/AE1970D1-84E4-42D7-A71C-B17D072CBE28","http://n2t.net/ark:/28722/k2m61j243","Coin 05-C-29","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 105","Locus 6","Seq. 105297","","http://opencontext.org/subjects/20D1848E-4C5A-4388-35F2-B535FD6ED5FA","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:25Z","Deirdre Barrett","Eleanor A. Power; MLA","AE","Bronze","Late Roman?","Extremely thin, and with some of the edges worn away.  Probably a Late Roman AE coin.","6/25/2009","","","2005","105297"
"http://opencontext.org/subjects/1BF0E902-ABAD-4189-1CB9-8A67D87202DC","http://n2t.net/ark:/28722/k24j0h87j","Coin 98-C-185","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57277","","http://opencontext.org/subjects/473B4665-CB44-4B80-C789-2A6E0647D8D5","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:12Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","Valentinian III - Theodosius?","6/25/2009","0.97 cm","","1998","57277"
"http://opencontext.org/subjects/00D3C615-2C81-46A9-B944-8F6305FBE3ED","http://n2t.net/ark:/28722/k24q7x257","Coin 98-C-66","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57240","","http://opencontext.org/subjects/F7239071-42D3-4C54-A437-E978E799E865","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:08Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","*Measurement unreliable due to splitting.","6/25/2009","1.24 cm","","1998","57240"
"http://opencontext.org/subjects/04B0C957-DFEA-4A06-C890-97E23A75FF35","http://n2t.net/ark:/28722/k2qn64p8f","Coin 05-C-65","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 105-106","Locus 41","Seq. 106275","","http://opencontext.org/subjects/F647C28D-60C9-454B-46FE-C8E775CEEF08","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-11T21:19:19Z","Deirdre Barrett","Marshall C. Agnew; Eleanor A. Power","AE or billon","Bronze or billon","Late Roman","Roman, probably 4th c. CE AE4.","6/25/2009","","","2005","106275"
"http://opencontext.org/subjects/B1862E8D-4DFA-4524-FBEF-2D75A9FF55BC","http://n2t.net/ark:/28722/k2hh6jj0h","Coin 97-C-20","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 47","Locus 4","Seq. 47072","","http://opencontext.org/subjects/42E39A34-4F0D-40E0-2417-E6F660211D74","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:54Z","Deirdre Barrett","Benjamin H. Kleine; Leigh-Ann Bedal","AE","Bronze","Late Roman","Constantius II.","6/25/2009","1.90 cm","","1997","47072"
"http://opencontext.org/subjects/38535270-5CC6-4F50-E9A8-3B0031DEFAA2","http://n2t.net/ark:/28722/k2js9pk95","Coin 98-C-107","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57265","","http://opencontext.org/subjects/5AE2CE26-EADD-49D2-88A8-7B174C553533","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:50Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","Small nummus.","6/25/2009","1.04 cm","","1998","57265"
"http://opencontext.org/subjects/A37B5187-F366-4858-4701-A616246B7A6C","http://n2t.net/ark:/28722/k22n54w00","Coin 98-C-157","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 19","Seq. 57645","","http://opencontext.org/subjects/EDF40D08-2447-44A5-0DE4-0289629C80C7","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:22Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","Probably Salus Reipublicae.   AE 4.","6/25/2009","1.28 cm","","1998","57645"
"http://opencontext.org/subjects/3CE176C2-4830-4BD6-A7FC-C869E2FBB86A","http://n2t.net/ark:/28722/k2xw4f76w","Coin 98-C-158","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 19","Seq. 57648","","http://opencontext.org/subjects/1673FCF1-A80C-44EE-782C-BB257F1F4A1C","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:12Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","Half coin, AE 2 or 3.","6/25/2009","1.57 cm","","1998","57648"
"http://opencontext.org/subjects/2F143FFA-2569-419A-2B2E-8E759296ADB7","http://n2t.net/ark:/28722/k2w092t91","Coin 98-C-167","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 15","Seq. 57384","","http://opencontext.org/subjects/F12F6142-785B-4C84-CF51-BA5741900868","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:12Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","Probably AE 3 - Spes Reipublicae?","6/25/2009","1.52 cm","","1998","57384"
"http://opencontext.org/subjects/C5713EB4-43EB-4D88-9315-A6D3D5E64F4B","http://n2t.net/ark:/28722/k2vh5jw4n","Coin 98-C-85","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57448","","http://opencontext.org/subjects/F7A75D7A-B73E-4742-4253-B23FC450188B","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:17Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","AE3.
Valentian Securitas Reipublicae.","6/25/2009","1.58 cm","","1998","57448"
"http://opencontext.org/subjects/AC38E08A-51CD-4ABD-12E3-B8EF5EF46A39","http://n2t.net/ark:/28722/k2ff3sb7n","Coin 02-C-39","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Propylaeum","Trench 81","Locus 8","Seq. 81085","","http://opencontext.org/subjects/4F46F23D-02AC-4D7B-F133-CAA923E9D17B","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:25Z","Deirdre Barrett","Amanda G. Henry; Martha Sharp Joukowsky","AE","Bronze","Late Roman?","Illegible.

Possibly coin of  4th c. CE.","6/25/2009","","","2002","81085"
"http://opencontext.org/subjects/8C8101A7-CE58-4410-C01E-04276ABD0D66","http://n2t.net/ark:/28722/k26m38g1w","Coin 98-C-45","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57213","","http://opencontext.org/subjects/BDAC8595-2028-4A7C-55A2-167DCBDEA03F","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:20Z","Deirdre Barrett","Mary Prendergast; Emma Susan Libonati","AE","Bronze","Late Roman","","6/25/2009","1.23 cm","","1998","57213"
"http://opencontext.org/subjects/A1AC3454-0498-495C-915C-B893FDD7E41C","http://n2t.net/ark:/28722/k2j38rv7b","Coin 06-C-76","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 120","Locus 55","Seq. 120854","","http://opencontext.org/subjects/1C1620E9-88D1-431A-054E-049877A3D1BC","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-14T01:49:49Z","Deirdre Barrett","SMK; Eleanor A. Power; Arta Khakpour","AE","Bronze","Late Roman","One of the many issues in the Imperial VOTA series.
A 4th-century CE Roman AE4.","6/25/2009","","","2006","120854"
"http://opencontext.org/subjects/A5184FA7-7257-4403-0543-18D0594E57FA","http://n2t.net/ark:/28722/k2377c677","Coin 98-C-151","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 6","Seq. 57194","","http://opencontext.org/subjects/0127B93D-D842-4183-22D7-E41F874FCBEF","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:29Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","Probably AE 3 or 4.","6/25/2009","1.36 cm","","1998","57194"
"http://opencontext.org/subjects/B062691A-E034-4CB0-2E78-CBB7B4535E13","http://n2t.net/ark:/28722/k2j38rv99","Coin 98-C-176","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57392","","http://opencontext.org/subjects/20C5EF91-F51D-4056-3A00-7821D24EABF2","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:15Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","AE 4?","6/25/2009","1.29 cm","","1998","57392"
"http://opencontext.org/subjects/DE52B65C-BA24-49A4-5540-4A342E85A374","http://n2t.net/ark:/28722/k2k35sr7k","Coin 98-C-164","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57342","","http://opencontext.org/subjects/EB1DB623-E01D-42B4-7399-E69172BFF7C0","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-11T20:35:38Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","Half coin, thick, AE 3?","6/25/2009","1.30 cm","","1998","57342"
"http://opencontext.org/subjects/539F7ADF-8EBD-4D29-E6B2-37F48B14781E","http://n2t.net/ark:/28722/k2v69fq52","Coin 98-C-96","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57254","","http://opencontext.org/subjects/ABE2E0C4-FE4F-42F2-8AA8-714085DD12B9","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:15Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","AE 3 or 4.","6/25/2009","1.43 cm","","1998","57254"
"http://opencontext.org/subjects/901A58C9-95A9-4598-55A6-B22A206526E2","http://n2t.net/ark:/28722/k2x926w7c","Coin 98-C-173","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57386","","http://opencontext.org/subjects/5B08120C-D07F-4329-219B-917FDD926C46","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-11T17:43:17Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","AE 3.","6/25/2009","1.42 cm","","1998","57386"
"http://opencontext.org/subjects/072AC3CE-28F4-4106-DC99-193ED4FC840A","http://n2t.net/ark:/28722/k29k4c52j","Coin 98-C-169","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57377","","http://opencontext.org/subjects/D1729B99-093F-4AE4-C300-DAC11946FFD6","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:22Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","AE 3?","6/25/2009","1.67 cm","","1998","57377"
"http://opencontext.org/subjects/F12CEEC2-7187-4E71-81D2-E4B560A87748","http://n2t.net/ark:/28722/k2k35sr63","Coin 06-C-91","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 121","Locus 3","Seq. 121023","","http://opencontext.org/subjects/CF0CCD6E-94A4-4E72-28A9-7694A0F67FAB","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:56Z","Deirdre Barrett","SMK; Arta Khakpour","AE","Bronze","Late Roman","Corroded, porous, and worn.
Perhaps a 4th-century CE Roman AE3/4.","6/25/2009","","","2006","121023"
"http://opencontext.org/subjects/3CAE570C-7D54-4258-06D2-C33595405686","http://n2t.net/ark:/28722/k2t43qf41","Coin 98-C-159","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 19","Seq. 57649","","http://opencontext.org/subjects/64D83F64-A3A5-437A-4831-BBCAA0A7DEC5","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:09Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","Probably AE 3 or 4.","6/25/2009","1.30 cm","","1998","57649"
"http://opencontext.org/subjects/9D7E2214-5336-4403-5844-9E3EAD3051D2","http://n2t.net/ark:/28722/k26975929","Coin 98-C-156","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 19","Seq. 57647","","http://opencontext.org/subjects/4281C2E7-845C-402F-6F46-FCD898EB009E","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:09Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","Probably AE 3 or 2.","6/25/2009","1.61 cm","","1998","57647"
"http://opencontext.org/subjects/CC1F221A-887C-4408-C35E-D40D6BA6C2C6","http://n2t.net/ark:/28722/k2nv9gp1s","Coin 98-C-175","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57388","","http://opencontext.org/subjects/8E9F793D-4365-4D44-F3A9-65F51CE8B327","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-11T17:50:22Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","AE 4.","6/25/2009","1.21 cm","","1998","57388"
"http://opencontext.org/subjects/A994F04E-6B8A-437E-86A6-CEA9745F5CE0","http://n2t.net/ark:/28722/k2sj1h35m","Coin 98-C-174","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57387","","http://opencontext.org/subjects/0B50916D-5E85-4981-A146-38461222C364","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:22Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","AE 4.","6/25/2009","1.07 cm","","1998","57387"
"http://opencontext.org/subjects/997B76E9-8AE4-47CF-6CCB-63DBC063EF58","http://n2t.net/ark:/28722/k2vq2zn9t","Coin 98-C-146","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 6","Seq. 57181","","http://opencontext.org/subjects/27DC2F3B-5265-4686-365B-83888AB2B4CF","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:28Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","AE 3?","6/25/2009","1.48 cm","","1998","57181"
"http://opencontext.org/subjects/B2EDEACA-48D0-47CD-49AC-B97021779808","http://n2t.net/ark:/28722/k2s75cx54","Coin 98-C-114","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 11","Seq. 57272","","http://opencontext.org/subjects/272F6F73-39A3-4740-F05D-73BA04B7F563","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:14Z","Deirdre Barrett","Mary Prendergast; Erica L. Schluntz","AE","Bronze","Late Roman","Small AE4.","6/25/2009","0.87 cm","","1998","57272"
"http://opencontext.org/subjects/4F45190B-9D79-4D1B-B26D-12A2B87F0FFE","http://n2t.net/ark:/28722/k2319zf4n","Coin 98-C-118","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57279","","http://opencontext.org/subjects/AF539DE9-2A99-41D7-D064-0C64DFA4F8DA","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:01Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","AE 4/AE 3.","6/25/2009","1.34 cm","","1998","57279"
"http://opencontext.org/subjects/8C317172-C703-4EDF-1792-519197548956","http://n2t.net/ark:/28722/k2kk99q85","Coin 98-C-131","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 19","Seq. 57644","","http://opencontext.org/subjects/4878BDB9-3A84-4A75-E72E-BD99C86AE355","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-10T06:12:49Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman","AE 4 or 3.","6/25/2009","1.43 cm","","1998","57644"
